cidade;estado;populacao;pib per capita;idh
sao domingos do azeitao;maranhao;7252;9760.0703125;0.532
sao domingos do capim;para;27923;3055.0300293;0.589
sao domingos do cariri;paraiba;2341;4987.52978516;0.582
sao domingos do maranhao;maranhao;33506;3492.16992188;0.682
sao domingos do norte;espirito santo;8205;10780.95996094;0.690
sao domingos do prata;minas gerais;17857;6423.64013672;0.763
sao domingos do sul;rio grande do sul;2961;12606.03027344;0.616
sao felipe;bahia;20952;3846.65991211;0.649
sao felipe d'oeste;rondonia;6412;11185.12011719;0.639
sao felix;bahia;16208;4331.81982422;0.557
sao felix de balsas;maranhao;4442;4286.29980469;0.620
sao felix de minas;minas gerais;3484;5569.16015625;0.668
sao felix do araguaia;mato grosso;11257;14789.54980469;0.639
sao felix do coribe;bahia;13504;5057.50976562;0.610
sao felix do piaui;piaui;3201;3605.11010742;0.574
sao felix do tocantins;tocantins;1468;5713.37988281;0.594
sao felix do xingu;para;67208;5563.24023438;0.608
sao fernando;rio grande do norte;3505;9052.26953125;0.691
sao fidelis;rio de janeiro;39256;9722.26953125;0.580
sao francisco;paraiba;3544;4002.17993164;0.587
sao francisco;sergipe;3007;5362.56005859;0.638
sao francisco;minas gerais;55141;4077.02001953;0.723
sao francisco;sao paulo;2894;9137.00976562;0.675
sao francisco de assis;rio grande do sul;19799;10602.08007812;0.485
sao francisco de assis do piaui;piaui;5224;2777.35009766;0.651
sao francisco de goias;goias;5823;6540.12011719;0.639
sao francisco de itabapoana;rio de janeiro;47832;8888.95019531;0.660
sao francisco de paula;minas gerais;6384;8096.81005859;0.685
sao francisco de paula;rio grande do sul;22503;14340.38964844;0.688
sao francisco de sales;minas gerais;5314;17667.9609375;0.584
sao francisco do brejao;maranhao;8863;5155.87988281;0.674
sao francisco do conde;bahia;31699;360815.84375;0.663
sao francisco do gloria;minas gerais;5685;5695.00976562;0.611
sao francisco do guapore;rondonia;16491;12406.28027344;0.528
sao francisco do maranhao;maranhao;14801;2613.68994141;0.628
sao francisco do oeste;rio grande do norte;3807;5047.35986328;0.608
sao francisco do para;para;11743;4428.56982422;0.570
sao francisco do piaui;piaui;6461;3118.12011719;0.762
sao francisco do sul;santa catarina;40030;82984.0703125;0.592
sao gabriel;rio grande do sul;59337;13451.9296875;0.699
sao gabriel;bahia;19099;3168.45996094;0.609
sao gabriel da cachoeira;amazonas;41885;4823.81005859;0.709
sao gabriel da palha;espirito santo;30604;8965.21972656;0.729
sao gabriel do oeste;mato grosso do sul;21650;27561.02929688;0.651
sao geraldo;minas gerais;9846;5965.52978516;0.600
sao geraldo da piedade;minas gerais;4865;4847.29003906;0.595
sao geraldo do araguaia;para;25027;5207.27001953;0.630
sao geraldo do baixio;minas gerais;3461;6286.33007812;0.739
sao goncalo;rio de janeiro;991382;9699.16015625;0.670
sao goncalo do abaete;minas gerais;6546;15014.91015625;0.665
sao goncalo do amarante;ceara;42962;15360.45996094;0.661
sao goncalo do amarante;rio grande do norte;80737;10118.13964844;0.560
sao goncalo do gurgueia;piaui;2544;3959.4699707;0.689
sao goncalo do para;minas gerais;11246;6882.89013672;0.616
sao goncalo do piaui;piaui;4485;3475.08007812;0.667
sao goncalo do rio abaixo;minas gerais;9738;59100.28125;0.640
sao goncalo do rio preto;minas gerais;3269;5133.87011719;0.715
sao goncalo do sapucai;minas gerais;23627;12218.46972656;0.627
sao goncalo dos campos;bahia;30724;7540.27001953;0.736
sao gotardo;minas gerais;32580;11449.33984375;0.696
sao jeronimo;rio grande do sul;21289;13211.53027344;0.637
sao jeronimo da serra;parana;11905;7393.74023438;0.570
sao joao;parana;11187;16769.6796875;0.727
sao joao;pernambuco;22087;4294.12011719;0.598
sao joao batista;santa catarina;24419;14079.54003906;0.740
sao joao batista;maranhao;18570;2571.9699707;0.724
sao joao batista do gloria;minas gerais;7198;43744.30859375;0.685
sao joao d'alianca;goias;8830;11400.62988281;0.655
sao joao da baliza;roraima;6028;9849.45019531;0.671
sao joao da barra;rio de janeiro;30595;66656.9609375;0.797
sao joao da boa vista;sao paulo;83909;19169.63085938;0.559
sao joao da canabrava;piaui;4511;3469.7199707;0.515
sao joao da fronteira;piaui;5174;3242.57006836;0.634
sao joao da lagoa;minas gerais;4971;5370.79003906;0.653
sao joao da mata;minas gerais;2981;8580.01953125;0.724
sao joao da parauna;goias;1672;13412.78027344;0.583
sao joao da ponta;para;5038;3433.0300293;0.569
sao joao da ponte;minas gerais;26983;4064.70996094;0.582
sao joao da serra;piaui;6877;3289.37988281;0.694
sao joao da urtiga;rio grande do sul;5123;11613.46972656;0.559
sao joao da varjota;piaui;4965;2757.29003906;0.720
sao joao das duas pontes;sao paulo;2630;11859.61035156;0.529
sao joao das missġes;minas gerais;11267;3173.38989258;0.748
sao joao de iracema;sao paulo;1810;15397.9296875;0.719
sao joao de meriti;rio de janeiro;469827;8514.38964844;0.539
sao joao de pirabas;para;19900;3326.45996094;0.758
sao joao del rei;minas gerais;85503;9617.9296875;0.550
sao joao do araguaia;para;11923;3604.57006836;0.523
sao joao do arraial;piaui;7440;2687.7800293;0.664
sao joao do caiua;parana;6152;7407.89990234;0.622
sao joao do cariri;paraiba;4563;4762.18994141;0.509
sao joao do caru;maranhao;12511;3165.33007812;0.738
sao joao do itaperiu;santa catarina;3426;16007.16992188;0.693
sao joao do ivai;parana;11890;10626.76953125;0.654
sao joao do jaguaribe;ceara;8500;4383.12988281;0.650
sao joao do manhuacu;minas gerais;9881;7454.43017578;0.640
sao joao do manteninha;minas gerais;5132;5661.58007812;0.761
sao joao do oeste;santa catarina;6269;21631.55078125;0.648
sao joao do oriente;minas gerais;8128;5789.43017578;0.625
sao joao do pacui;minas gerais;4223;4787.85986328;0.609
sao joao do paraiso;minas gerais;22782;4289.74023438;0.615
sao joao do paraiso;maranhao;11729;4300.83007812;0.750
sao joao do pau d'alho;sao paulo;2191;16600.77929688;0.645
sao joao do piaui;piaui;19264;3829.30004883;0.748
sao joao do polesine;rio grande do sul;2782;12904.44042969;0.608
sao joao do rio do peixe;paraiba;18323;4017.98999023;0.655
sao joao do sabugi;rio grande do norte;5953;5108.87988281;0.517
sao joao do soter;maranhao;17326;2707.89990234;0.695
sao joao do sul;santa catarina;7174;11830.33984375;0.552
sao joao do tigre;paraiba;4726;3573.94995117;0.629
sao joao do triunfo;parana;14399;6620.45019531;0.615
sao joao dos patos;maranhao;24357;3660.7199707;0.638
sao joao evangelista;minas gerais;16254;5021.35009766;0.708
sao joao nepomuceno;minas gerais;26160;6777.06982422;0.687
sao joaquim;santa catarina;25122;12329.54980469;0.762
sao joaquim da barra;sao paulo;46172;19542.25;0.662
sao joaquim de bicas;minas gerais;23986;12843.71972656;0.537
sao joaquim do monte;pernambuco;21872;4020.30004883;0.732
sao jorge;rio grande do sul;2825;17357.390625;0.722
sao jorge d'oeste;parana;9195;10175.9296875;0.743
sao jorge do ivai;parana;5382;20004.43945312;0.676
sao jorge do patrocinio;parana;6080;7109.25;0.809
sao jose;santa catarina;201746;20786.91992188;0.739
sao jose da barra;minas gerais;7090;42460.80078125;0.693
sao jose da bela vista;sao paulo;8513;14240.37011719;0.671
sao jose da boa vista;parana;6320;10218.80957031;0.608
sao jose da coroa grande;pernambuco;18555;3881.7199707;0.530
sao jose da lagoa tapada;paraiba;8067;3713.34008789;0.573
sao jose da laje;alagoas;23112;6393.02001953;0.729
sao jose da lapa;minas gerais;19234;13735.88964844;0.583
sao jose da safira;minas gerais;4069;4533.08007812;0.527
sao jose da tapera;alagoas;31361;2714.34008789;0.704
sao jose da varginha;minas gerais;4070;12192.4296875;0.546
sao jose da vitoria;bahia;6270;3202.15991211;0.651
sao jose das missġes;rio grande do sul;3039;9259.45996094;0.713
sao jose das palmeiras;parana;3942;8515.87988281;0.565
sao jose de caiana;paraiba;6141;3644.82006836;0.577
sao jose de espinharas;paraiba;5045;4883.75976562;0.611
sao jose de mipibu;rio grande do norte;38404;5836.89990234;0.591
sao jose de piranhas;paraiba;19566;4120.77001953;0.565
sao jose de princesa;paraiba;4756;3743.87988281;0.708
sao jose de ribamar;maranhao;139473;3394.26000977;0.652
sao jose de uba;rio de janeiro;7297;11256.23046875;0.717
sao jose do alegre;minas gerais;4066;6050.56005859;0.684
sao jose do barreiro;sao paulo;4490;7022.04003906;0.610
sao jose do belmonte;pernambuco;34118;3574.54003906;0.578
sao jose do bonfim;paraiba;3314;3741.01000977;0.581
sao jose do brejo do cruz;paraiba;1707;5242.72998047;0.688
sao jose do calcado;espirito santo;10965;6589.72998047;0.615
sao jose do campestre;rio grande do norte;12079;4079.60009766;0.731
sao jose do cedro;santa catarina;14155;18277.24023438;0.636
sao jose do cerrito;santa catarina;10624;7430.37011719;0.565
sao jose do divino;piaui;5217;3964.37011719;0.658
sao jose do divino;minas gerais;3881;6125.95996094;0.635
sao jose do egito;pernambuco;31792;4416.45996094;0.666
sao jose do goiabal;minas gerais;5743;5076.66015625;0.717
sao jose do herval;rio grande do sul;2549;9385.25976562;0.707
sao jose do hortencio;rio grande do sul;4173;15364.09960938;0.747
sao jose do inhacora;rio grande do sul;2122;13646.20996094;0.552
sao jose do jacuipe;bahia;11134;3305.7800293;0.566
sao jose do jacuri;minas gerais;7234;4559.16015625;0.657
sao jose do mantimento;minas gerais;2579;6444.16992188;0.623
sao jose do norte;rio grande do sul;26116;8169.87011719;0.755
sao jose do ouro;rio grande do sul;7190;15340.58984375;0.573
sao jose do peixe;piaui;3835;3993.18994141;0.552
sao jose do piaui;piaui;7028;3749.87988281;0.661
sao jose do povo;mato grosso;3451;7777.49023438;0.682
sao jose do rio claro;mato grosso;18637;14513.86035156;0.774
sao jose do rio pardo;sao paulo;53281;19097.9609375;0.797
sao jose do rio preto;sao paulo;419632;18776.08984375;0.617
sao jose do sabugi;paraiba;4115;4441.83007812;0.694
sao jose do serido;rio grande do norte;4066;6648.62011719;0.725
sao jose do sul;rio grande do sul;2010;12653.9296875;0.660
sao jose do vale do rio preto;rio de janeiro;20574;8954.6796875;0.657
sao jose do xingu;mato grosso;4218;22659.69921875;0.663
sao jose dos ausentes;rio grande do sul;3314;30188.66015625;0.557
sao jose dos basilios;maranhao;7489;3673.12988281;0.807
sao jose dos campos;sao paulo;615871;35751.05859375;0.556
sao jose dos cordeiros;paraiba;4079;3737.76000977;0.758
sao jose dos pinhais;parana;279297;41217.1015625;0.719
sao jose dos quatro marcos;mato grosso;19493;9408.54980469;0.541
sao jose dos ramos;paraiba;5702;4133.20996094;0.594
sao juliao;piaui;6111;3395.41992188;0.739
sao leopoldo;rio grande do sul;211663;15600.99023438;0.759
sao lourenco;minas gerais;42688;8679.12011719;0.653
sao lourenco da mata;pernambuco;99945;4308.37988281;0.728
sao lourenco da serra;sao paulo;18319;7540.16015625;0.749
sao lourenco do oeste;santa catarina;23015;22379.08984375;0.595
sao lourenco do piaui;piaui;5115;2566.34008789;0.687
sao lourenco do sul;rio grande do sul;43388;12191.40039062;0.755
sao ludgero;santa catarina;10951;24032.359375;0.768
sao luis;maranhao;997098;15381.99023438;0.731
sao luis de montes belos;goias;27793;12434.28027344;0.620
sao luis do curu;ceara;12613;3858.7199707;0.697
sao luis do paraitinga;sao paulo;10908;7593.25;0.554
sao luis do piaui;piaui;2687;3143.01000977;0.536
sao luis do quitunde;alagoas;32871;5466.14013672;0.540
sao luis gonzaga do maranhao;maranhao;19877;4867.04980469;0.649
sao luiz;roraima;5979;9101.41015625;0.669
sao luiz do norte;goias;4456;11531.9296875;0.741
sao luiz gonzaga;rio grande do sul;34999;12758.83984375;0.641
sao mamede;paraiba;7998;4360.20019531;0.725
sao manoel do parana;parana;2170;8689.00976562;0.744
sao manuel;sao paulo;39696;19759.30078125;0.768
sao marcos;rio grande do sul;20537;14967.70996094;0.742
sao martinho;rio grande do sul;5910;13214.84960938;0.726
sao martinho;santa catarina;3281;14979.55957031;0.652
sao martinho da serra;rio grande do sul;3579;18472.76953125;0.735
sao mateus;espirito santo;101613;9410.8203125;0.616
sao mateus do maranhao;maranhao;39622;2978.06005859;0.719
sao mateus do sul;parana;41188;13411.16015625;0.606
sao miguel;rio grande do norte;23593;4228.08984375;0.710
sao miguel arcanjo;sao paulo;31329;11843.0703125;0.563
sao miguel da baixa grande;piaui;2153;3583.18994141;0.710
sao miguel da boa vista;santa catarina;2026;9872.15039062;0.593
sao miguel das matas;bahia;10675;6652.66992188;0.667
sao miguel das missġes;rio grande do sul;7656;21975.84960938;0.548
sao miguel de taipu;paraiba;6812;3669.97998047;0.567
sao miguel do aleixo;sergipe;3813;6270.20996094;0.644
sao miguel do anta;minas gerais;7094;5462.41992188;0.664
sao miguel do araguaia;goias;23142;9416.75976562;0.535
sao miguel do fidalgo;piaui;3182;3605.59008789;0.591
sao miguel do gostoso;rio grande do norte;9240;5197.5;0.591
sao miguel do guama;para;44818;3822.81005859;0.646
sao miguel do guapore;rondonia;23201;12224.41992188;0.704
sao miguel do iguacu;parana;26451;17113.140625;0.801
sao miguel do oeste;santa catarina;35249;16864.3203125;0.697
sao miguel do passa quatro;goias;3856;13316.62011719;0.556
sao miguel do tapuio;piaui;19831;2852.85009766;0.623
sao miguel do tocantins;tocantins;10737;3998.06005859;0.623
sao miguel dos campos;alagoas;54064;9696.11035156;0.591
sao miguel dos milagres;alagoas;7601;3919.14990234;0.645
sao nicolau;rio grande do sul;5959;9219.62011719;0.693
sao patricio;goias;2144;8606.04003906;0.805
sao paulo;sao paulo;11037593;35271.9296875;0.692
sao paulo das missġes;rio grande do sul;6767;11256.50976562;0.521
sao paulo de olivenca;amazonas;32958;3317.84008789;0.622
sao paulo do potengi;rio grande do norte;15017;5809.81982422;0.589
sao pedro;rio grande do norte;6590;4235.02978516;0.755
sao pedro;sao paulo;31575;11030.95996094;0.605
sao pedro da agua branca;maranhao;11481;5683.91015625;0.712
sao pedro da aldeia;rio de janeiro;84866;9169.54003906;0.660
sao pedro da cipa;mato grosso;4241;6439.02978516;0.739
sao pedro da serra;rio grande do sul;3311;8615.48046875;0.674
sao pedro da uniao;minas gerais;5386;10074.3203125;0.664
sao pedro das missġes;rio grande do sul;2051;11093.73046875;0.734
sao pedro de alcantara;santa catarina;5183;7553.89013672;0.763
sao pedro do butia;rio grande do sul;2802;20240.0390625;0.683
sao pedro do iguacu;parana;6561;12860.29980469;0.717
sao pedro do ivai;parana;9921;15760.21972656;0.704
sao pedro do parana;parana;2561;12037.37988281;0.595
sao pedro do piaui;piaui;13544;3580.12011719;0.622
sao pedro do suacui;minas gerais;5925;5309.87988281;0.709
sao pedro do sul;rio grande do sul;17073;11037.33984375;0.703
sao pedro do turvo;sao paulo;7439;12839.6796875;0.600
sao pedro dos crentes;maranhao;4144;6553.99023438;0.659
sao pedro dos ferros;minas gerais;9087;7772.79003906;0.611
sao rafael;rio grande do norte;8357;4670.25976562;0.610
sao raimundo das mangabeiras;maranhao;16594;22567.74023438;0.516
sao raimundo do doca bezerra;maranhao;4372;4527.10986328;0.661
sao raimundo nonato;piaui;32215;4816.16992188;0.516
sao roberto;maranhao;5217;3425.26000977;0.640
sao romao;minas gerais;9713;5433.22021484;0.768
sao roque;sao paulo;67715;17309.2890625;0.672
sao roque de minas;minas gerais;6301;16132.01953125;0.700
sao roque do canaa;espirito santo;10817;7607.5;0.605
sao salvador do tocantins;tocantins;3136;28440.98046875;0.549
sao sebastiao;sao paulo;73631;41338.51171875;0.772
sao sebastiao;alagoas;32181;3822.81005859;0.715
sao sebastiao da amoreira;parana;9012;10133.95019531;0.692
sao sebastiao da bela vista;minas gerais;5193;10560.88964844;0.558
sao sebastiao da boa vista;para;21874;2498.59008789;0.701
sao sebastiao da grama;sao paulo;12990;11772.83984375;0.660
sao sebastiao da vargem alegre;minas gerais;2877;9039.36035156;0.594
sao sebastiao de lagoa de roca;paraiba;11320;3662.12988281;0.646
sao sebastiao do alto;rio de janeiro;9052;9202.79003906;0.607
sao sebastiao do anta;minas gerais;5723;6175.95996094;0.739
sao sebastiao do cai;rio grande do sul;21272;16666.91992188;0.581
sao sebastiao do maranhao;minas gerais;12099;3634.94995117;0.626
sao sebastiao do oeste;minas gerais;5689;24849.9296875;0.722
sao sebastiao do paraiso;minas gerais;64800;14042;0.657
sao sebastiao do passe;bahia;41758;7615.16992188;0.632
sao sebastiao do rio preto;minas gerais;1737;5630.20996094;0.676
sao sebastiao do rio verde;minas gerais;2292;6502.66015625;0.573
sao sebastiao do tocantins;tocantins;4441;4485.85009766;0.577
sao sebastiao do uatuma;amazonas;9268;3557.43994141;0.581
sao sebastiao do umbuzeiro;paraiba;3170;4790.68017578;0.708
sao sepe;rio grande do sul;24353;14076.62988281;0.766
sao simao;goias;14373;87432.921875;0.720
sao simao;sao paulo;14329;15173.37011719;0.667
sao thome das letras;minas gerais;6943;6975.66015625;0.662
sao tiago;minas gerais;10645;6529.85986328;0.700
sao tomas de aquino;minas gerais;7073;10371.40039062;0.585
sao tome;parana;5522;16256.6796875;0.725
sao tome;rio grande do norte;11501;3687.9699707;0.720
sao valentim;rio grande do sul;3996;11459.70996094;0.764
sao valentim do sul;rio grande do sul;2336;14781.41992188;0.643
